id_estudiante,semestre,edad,sexo,departamento_origen,zona_origen,estrato,tipo_colegio,percentil_saber11,programa,trabaja,horas_trabajo_semana,personas_a_cargo,ingreso_hogar_smlmv,apoyo_financiero,fuente_financiacion,tiempo_desplazamiento_min,creditos_matriculados,promedio_academico,asistencia_pct,actividad_lms_pct,materias_perdidas,materias_canceladas,mora_financiera,acompanamiento_bienestar,creditos_prev_matriculados,creditos_prev_aprobados,pct_creditos_prev_aprobados,probabilidad_latente_desercion,deserta_siguiente_periodo
EST-00416,2,19,Hombre,Valle del Cauca,Urbana,3,Oficial,85,Contaduría,No,0,0,2.72,No,Recursos familiares,29,18,3.37,100,80,0,0,No,No,20,20,100,0.0568,No
EST-00417,1,23,Mujer,Santander,Rural,1,Oficial,64,Administración,Sí,35,0,0.73,No,Beca / subsidio,72,16,3.15,89.6,50,2,0,No,No,,,,0.3702,No
EST-00418,2,27,Mujer,Otro,Urbana,1,Oficial,22,Ingeniería de Sistemas,Sí,17,0,1.17,No,Recursos familiares,36,18,2.93,93.7,49,0,0,No,No,20,19,95,0.1372,No
EST-00419,2,26,Mujer,Valle del Cauca,Urbana,2,Privado,34,Ingeniería de Sistemas,Sí,25,1,1.04,No,Crédito educativo,45,17,2.8,79.1,67,1,0,No,No,18,16,88.9,0.429,No
EST-00420,1,20,Mujer,Valle del Cauca,Urbana,3,Oficial,50,Ingeniería de Sistemas,No,0,0,2.69,No,Crédito educativo,17,18,2.84,82.5,58,1,0,No,No,,,,0.1754,No
EST-00421,2,18,Mujer,Valle del Cauca,Urbana,2,Oficial,30,Ingeniería de Sistemas,No,0,0,1.82,No,Recursos familiares,61,19,2.92,86.7,74,0,0,Sí,No,16,16,100,0.202,Sí
EST-00422,2,21,Mujer,Antioquia,Urbana,2,Oficial,32,Derecho,No,0,0,1.12,No,Crédito educativo,33,14,3.15,95.8,49,1,0,Sí,No,14,12,85.7,0.3326,Sí
EST-00423,2,16,Hombre,Norte de Santander,Rural,2,Privado,66,Ingeniería Industrial,No,0,0,2.12,No,Crédito educativo,12,14,2.82,90,61,1,0,No,No,14,13,92.9,0.1976,Sí
EST-00424,1,25,Hombre,Santander,Urbana,4,Privado,61,Administración,No,0,0,4.19,Sí,Mixto,72,20,3.16,86.8,71,0,0,No,No,,,,0.076,No
EST-00425,2,19,Hombre,Valle del Cauca,Urbana,2,Oficial,94,Contaduría,No,0,0,1.69,Sí,Recursos familiares,31,14,2.62,84.1,72,1,1,No,No,18,15,83.3,0.1807,No
EST-00426,2,31,Mujer,Valle del Cauca,Urbana,3,Oficial,56,Ingeniería de Sistemas,Sí,35,1,2.85,No,Recursos familiares,47,17,3.67,87.2,80,0,0,No,No,18,18,100,0.1265,No
EST-00427,2,21,Hombre,Bogotá D.C.,Urbana,3,Oficial,48,Ingeniería Industrial,No,0,0,2.31,No,Recursos familiares,48,20,3.76,97.2,76,0,0,No,No,16,16,100,0.0409,No
EST-00428,1,31,Hombre,Valle del Cauca,Urbana,3,Oficial,49,Comunicación,Sí,9,0,2.14,No,Crédito educativo,33,18,3.9,89.1,92,2,0,No,Sí,,,,0.1828,No
EST-00429,1,17,Hombre,Bogotá D.C.,Urbana,2,Privado,62,Contaduría,No,0,0,1.5,No,Recursos familiares,84,14,3.09,88.1,86,0,0,No,No,,,,0.1235,No
EST-00430,1,23,Hombre,Antioquia,Rural,2,Oficial,36,Contaduría,Sí,29,0,1.1,Sí,Crédito educativo,91,18,2.45,75.8,63,0,0,No,No,,,,0.3765,No
EST-00431,2,24,Hombre,Antioquia,Urbana,3,Oficial,45,Derecho,Sí,30,0,2.39,No,Recursos familiares,32,16,3.03,81.6,62,0,0,No,No,18,18,100,0.1359,No
EST-00432,2,20,Mujer,Bogotá D.C.,Urbana,1,Oficial,3,Comunicación,Sí,12,0,0.75,No,Crédito educativo,38,18,2.73,89.2,61,2,0,Sí,Sí,16,13,81.2,0.4644,No
EST-00433,2,21,Mujer,Quindío,Urbana,5,Oficial,75,Negocios Internacionales,No,0,0,5.23,No,Recursos familiares,64,16,3.45,84.1,89,0,0,No,No,18,17,94.4,0.0688,No
EST-00434,1,19,Mujer,Huila,Rural,2,Oficial,60,Enfermería,No,0,0,1.78,Sí,Mixto,113,14,2.76,88.8,90,0,0,No,No,,,,0.1598,No
EST-00435,1,23,Hombre,Cesar,Urbana,2,Privado,62,Administración,No,0,0,1.48,No,Crédito educativo,30,20,3.61,100,75,0,0,Sí,No,,,,0.1944,No
EST-00436,1,20,Hombre,Atlántico,Urbana,1,Oficial,60,Ingeniería Industrial,No,0,0,0.86,No,Crédito educativo,19,20,3.15,81,81,0,0,No,No,,,,0.1859,No
EST-00437,2,20,Mujer,Magdalena,Urbana,1,Oficial,55,Diseño,No,0,0,0.58,No,Crédito educativo,31,16,4.12,97.9,73,0,0,No,No,20,20,100,0.0334,No
EST-00438,1,21,Hombre,Córdoba,Urbana,1,Oficial,54,Contaduría,Sí,26,0,0.83,Sí,Beca / subsidio,5,17,3.6,84.9,81,0,2,No,No,,,,0.0791,Sí
EST-00439,2,21,Mujer,Bolívar,Rural,1,Oficial,35,Ingeniería de Sistemas,Sí,4,0,1.39,No,Recursos familiares,74,16,3.1,93.2,58,0,0,No,No,16,15,93.8,0.1006,No
EST-00440,1,20,Hombre,Cauca,Urbana,3,Oficial,78,Ingeniería Industrial,No,0,0,2.12,No,Beca / subsidio,31,20,3.11,100,73,0,0,No,No,,,,0.0938,No
EST-00441,1,20,Hombre,Cundinamarca,Urbana,3,Oficial,62,Psicología,No,0,0,2.12,No,Beca / subsidio,31,18,3.03,90.8,71,2,0,No,No,,,,0.186,No
EST-00442,2,22,Hombre,Atlántico,Rural,2,Privado,48,Comunicación,Sí,14,0,1.44,No,Mixto,54,18,3.52,88.1,79,0,0,No,Sí,14,13,92.9,0.0677,No
EST-00443,2,24,Mujer,Bogotá D.C.,Urbana,4,Oficial,76,Diseño,No,0,0,7.06,No,Crédito educativo,28,19,3.18,79.8,76,1,0,Sí,No,16,14,87.5,0.2977,No
EST-00444,1,20,Mujer,Bogotá D.C.,Urbana,1,Oficial,59,Comunicación,Sí,18,0,0.99,No,Crédito educativo,63,16,3,94.6,71,0,0,Sí,No,,,,0.3407,No
EST-00445,1,36,Hombre,Norte de Santander,Urbana,2,Oficial,22,Diseño,Sí,31,2,1.55,No,Recursos familiares,70,18,2.68,83.9,68,0,0,No,No,,,,0.4549,Sí
EST-00446,1,25,Mujer,Nariño,Urbana,4,Privado,63,Ingeniería de Sistemas,No,0,0,5.43,No,Beca / subsidio,58,18,3.6,95.5,76,2,0,No,No,,,,0.1546,No
EST-00447,2,18,Hombre,Magdalena,Urbana,3,Oficial,46,Enfermería,No,0,0,3.51,No,Recursos familiares,73,16,2.49,86.3,64,0,0,No,No,18,18,100,0.1262,No
EST-00448,2,26,Mujer,Bogotá D.C.,Urbana,1,Oficial,56,Ingeniería de Sistemas,Sí,21,0,0.8,No,Recursos familiares,51,19,3.77,91.9,62,0,0,No,No,20,20,100,0.0931,No
EST-00449,1,27,Mujer,Cesar,Urbana,3,Oficial,51,Diseño,Sí,29,0,1.93,No,Recursos familiares,30,17,3.68,98.7,61,0,0,No,No,,,,0.1332,No
EST-00450,2,19,Hombre,Antioquia,Urbana,3,Oficial,20,Comunicación,No,0,0,1.48,No,Crédito educativo,30,19,3.49,96.6,79,0,0,No,No,18,18,100,0.0673,No
EST-00451,2,26,Mujer,Cesar,Urbana,3,Privado,89,Diseño,No,0,0,2.64,No,Recursos familiares,26,20,3.84,93.3,61,0,0,No,No,16,16,100,0.0459,No
EST-00452,1,26,Hombre,Atlántico,Urbana,2,Privado,96,Ingeniería Industrial,Sí,18,0,1.09,No,Beca / subsidio,43,19,3.62,95.3,72,0,0,No,No,,,,0.0851,No
EST-00453,1,33,Hombre,Cundinamarca,Urbana,2,Oficial,44,Psicología,Sí,32,0,1.89,Sí,Beca / subsidio,64,20,3.03,78.5,89,1,0,No,No,,,,0.2553,No
EST-00454,1,19,Mujer,Cundinamarca,Urbana,2,Oficial,48,Comunicación,No,0,0,1.94,No,Crédito educativo,26,16,3.06,89.7,71,0,0,Sí,No,,,,0.303,No
EST-00455,2,21,Mujer,Atlántico,Urbana,4,Oficial,99,Contaduría,No,0,0,4.4,No,Recursos familiares,5,18,3.97,91.2,80,3,0,No,Sí,14,8,57.1,0.1594,No
EST-00456,1,19,Hombre,Cauca,Urbana,1,Oficial,52,Ingeniería Industrial,Sí,10,0,0.78,No,Crédito educativo,10,15,4.42,99.8,89,0,0,No,No,,,,0.114,Sí
EST-00457,1,20,Mujer,Bogotá D.C.,Urbana,1,Oficial,42,Ingeniería Industrial,No,0,0,0.45,Sí,Mixto,21,14,3.19,83.9,57,0,0,Sí,No,,,,0.1492,No
EST-00458,1,25,Mujer,Bogotá D.C.,Urbana,2,Oficial,18,Contaduría,No,0,0,1.67,Sí,Beca / subsidio,95,20,2.62,83.3,57,3,0,No,Sí,,,,0.2915,No
EST-00459,1,18,Mujer,Cauca,Rural,5,Privado,67,Comunicación,No,0,0,4.8,No,Crédito educativo,66,17,3.54,82.1,55,0,0,No,No,,,,0.133,Sí
EST-00460,1,17,Mujer,Valle del Cauca,Urbana,1,Oficial,32,Ingeniería Industrial,No,0,0,0.9,No,Mixto,51,16,3.88,96.1,99,0,2,No,No,,,,0.1455,No
EST-00461,1,19,Mujer,Córdoba,Rural,3,Privado,71,Psicología,No,0,0,3.56,No,Mixto,60,16,3.55,80.1,57,0,0,No,No,,,,0.1104,No
EST-00462,1,19,Hombre,Cundinamarca,Urbana,5,Privado,74,Psicología,No,0,0,4.15,Sí,Crédito educativo,53,18,3.61,95.7,94,0,0,No,No,,,,0.0829,No
EST-00463,2,22,Hombre,Cesar,Urbana,3,Privado,37,Ingeniería de Sistemas,No,0,0,2.63,No,Recursos familiares,22,18,3.64,92.7,68,0,0,No,No,18,17,94.4,0.0799,No
EST-00464,2,19,Mujer,Bogotá D.C.,Urbana,3,Privado,18,Negocios Internacionales,No,0,0,1.45,No,Beca / subsidio,92,17,3.14,78.9,62,0,0,Sí,No,16,16,100,0.1876,Sí
EST-00465,1,20,Mujer,Atlántico,Urbana,2,Oficial,59,Ingeniería Industrial,Sí,21,0,1.17,Sí,Mixto,10,18,3.62,80.4,71,0,0,No,No,,,,0.0514,No
EST-00466,2,20,Mujer,Cundinamarca,Urbana,2,Oficial,45,Comunicación,No,0,0,2.61,Sí,Mixto,29,17,2.95,86.3,92,0,0,No,No,18,18,100,0.0574,No
EST-00467,2,19,Hombre,Atlántico,Rural,3,Oficial,39,Negocios Internacionales,No,0,0,3.79,No,Recursos familiares,30,16,3.44,86.9,54,0,0,No,No,18,18,100,0.0669,No
EST-00468,1,19,Mujer,Antioquia,Rural,2,Oficial,54,Enfermería,Sí,12,3,0.86,Sí,Beca / subsidio,68,19,2.59,69.3,57,1,0,No,No,,,,0.3561,Sí
EST-00469,1,19,Hombre,Valle del Cauca,Urbana,1,Oficial,19,Ingeniería Industrial,No,0,0,0.96,No,Crédito educativo,50,18,3.24,95.3,100,0,0,No,No,,,,0.1283,No
EST-00470,1,20,Hombre,Otro,Urbana,3,Privado,53,Negocios Internacionales,No,0,0,5.03,No,Crédito educativo,21,16,3.87,100,86,1,2,No,No,,,,0.1387,No
EST-00471,2,21,Hombre,Atlántico,Urbana,2,Privado,52,Administración,No,0,0,1.51,Sí,Beca / subsidio,17,17,3.3,90.5,79,0,0,No,No,16,16,100,0.028,No
EST-00472,1,20,Hombre,Cundinamarca,Urbana,4,Privado,30,Ingeniería Industrial,No,0,0,3.59,No,Mixto,33,18,3.67,90.6,78,0,0,Sí,No,,,,0.1413,No
EST-00473,1,25,Hombre,Cesar,Urbana,2,Privado,49,Enfermería,Sí,37,0,2.11,No,Recursos familiares,64,17,2.86,83.6,53,1,0,No,No,,,,0.2968,No
EST-00474,1,20,Hombre,Valle del Cauca,Urbana,3,Privado,59,Enfermería,No,0,0,1.32,No,Crédito educativo,12,18,3.55,83.9,85,0,0,No,No,,,,0.1237,No
EST-00475,2,19,Hombre,Bolívar,Urbana,3,Oficial,45,Ingeniería Industrial,No,0,0,3.53,No,Recursos familiares,28,19,3.01,86.5,58,0,2,No,No,18,16,88.9,0.151,No
EST-00476,2,19,Mujer,Córdoba,Rural,1,Oficial,64,Comunicación,No,0,0,0.95,No,Crédito educativo,98,15,3.65,95.9,99,0,0,Sí,No,16,16,100,0.2136,No
EST-00477,1,19,Hombre,Tolima,Urbana,4,Privado,44,Comunicación,No,0,0,4.75,No,Recursos familiares,69,18,3.64,93,71,0,1,No,No,,,,0.1328,No
EST-00478,1,19,Mujer,Cesar,Urbana,2,Oficial,85,Diseño,No,0,0,1.43,Sí,Beca / subsidio,42,19,4.08,100,76,1,1,No,No,,,,0.0644,No
EST-00479,1,21,Mujer,Valle del Cauca,Urbana,4,Privado,66,Derecho,No,0,0,5.3,No,Recursos familiares,56,18,4.14,91.4,87,0,1,No,Sí,,,,0.0387,No
EST-00480,2,18,Mujer,Bogotá D.C.,Urbana,3,Privado,91,Diseño,No,0,0,2.7,No,Mixto,36,15,3.58,88.3,67,0,0,No,No,14,14,100,0.0391,No
EST-00481,2,21,Mujer,Magdalena,Urbana,2,Oficial,72,Contaduría,Sí,6,0,1.68,No,Crédito educativo,27,16,3.68,83.6,72,0,0,No,No,20,20,100,0.0584,No
EST-00482,1,24,Mujer,Atlántico,Urbana,1,Oficial,60,Contaduría,Sí,14,1,1.1,No,Beca / subsidio,51,16,3.77,99.7,100,0,0,Sí,No,,,,0.1836,No
EST-00483,2,21,Hombre,Risaralda,Urbana,2,Privado,68,Enfermería,No,0,0,1.11,Sí,Mixto,78,16,3.8,94.9,87,0,0,No,No,18,18,100,0.0581,No
EST-00484,2,18,Mujer,Santander,Urbana,2,Oficial,66,Administración,No,0,0,1.76,Sí,Mixto,92,18,3.46,93.3,61,1,0,No,No,18,16,88.9,0.0689,No
EST-00485,2,17,Mujer,Quindío,Rural,3,Oficial,33,Diseño,No,0,0,2.87,No,Recursos familiares,78,19,4.46,100,75,0,0,No,No,18,17,94.4,0.0879,No
EST-00486,1,20,Hombre,Antioquia,Urbana,2,Oficial,60,Administración,No,0,0,1.17,No,Recursos familiares,32,17,4,92.1,74,0,0,No,No,,,,0.0636,No
EST-00487,1,19,Mujer,Bogotá D.C.,Urbana,3,Oficial,78,Psicología,No,0,0,3.31,No,Crédito educativo,29,18,3.61,91.5,95,0,0,No,No,,,,0.0864,No
EST-00488,1,21,Mujer,Quindío,Urbana,1,Oficial,78,Contaduría,No,0,0,1.06,No,Crédito educativo,6,16,4.51,99.9,95,0,0,Sí,No,,,,0.1754,No
EST-00489,2,19,Hombre,Antioquia,Urbana,2,Oficial,36,Derecho,Sí,5,0,1.26,Sí,Recursos familiares,18,20,2.36,81.6,36,1,0,No,No,18,15,83.3,0.182,No
EST-00490,2,20,Hombre,Caldas,Rural,3,Oficial,9,Ingeniería de Sistemas,No,0,0,1.68,Sí,Beca / subsidio,98,18,2.58,78,46,1,0,No,No,20,19,95,0.2583,No
EST-00491,2,25,Hombre,Antioquia,Urbana,1,Oficial,17,Administración,Sí,28,0,0.82,No,Mixto,28,16,3.54,88.3,52,0,0,Sí,No,16,16,100,0.2027,No
EST-00492,1,18,Hombre,Antioquia,Urbana,3,Privado,26,Contaduría,No,0,0,3.61,No,Mixto,19,16,2.98,93.3,68,0,0,No,No,,,,0.112,Sí
EST-00493,2,21,Mujer,Antioquia,Urbana,3,Oficial,28,Administración,No,0,0,2.72,No,Mixto,30,18,2.81,77.4,78,2,1,No,No,18,13,72.2,0.2312,No
EST-00494,2,20,Hombre,Nariño,Urbana,4,Privado,59,Ingeniería de Sistemas,Sí,29,0,6.65,No,Beca / subsidio,52,17,3.5,83.4,47,0,0,No,No,16,16,100,0.0763,No
EST-00495,2,19,Hombre,Cauca,Urbana,2,Privado,57,Administración,Sí,21,0,1.16,Sí,Recursos familiares,11,16,3.72,97.8,62,0,0,No,No,18,18,100,0.0569,No
EST-00496,2,30,Mujer,Nariño,Rural,1,Oficial,31,Psicología,Sí,33,0,0.88,No,Crédito educativo,82,17,3.13,78.4,62,0,1,No,No,18,16,88.9,0.4781,Sí
EST-00497,2,26,Hombre,Atlántico,Urbana,2,Oficial,66,Derecho,Sí,29,0,1.62,No,Crédito educativo,34,17,2.75,89.2,91,1,0,No,No,20,17,85,0.3307,No
EST-00498,2,18,Mujer,Tolima,Urbana,3,Oficial,54,Psicología,No,0,0,2.73,Sí,Recursos familiares,53,16,3.78,89.7,62,0,0,No,No,16,16,100,0.0717,No
EST-00499,1,19,Hombre,Huila,Urbana,1,Oficial,43,Enfermería,Sí,8,0,1.09,Sí,Recursos familiares,53,18,3.55,84.7,58,1,0,No,No,,,,0.0709,Sí
EST-00500,2,21,Hombre,Nariño,Urbana,2,Oficial,31,Negocios Internacionales,No,0,0,2.51,Sí,Crédito educativo,45,18,3.71,98.6,52,0,0,No,No,18,17,94.4,0.0411,No
EST-00501,1,20,Mujer,Risaralda,Urbana,1,Oficial,44,Comunicación,No,0,0,0.81,Sí,Beca / subsidio,20,20,3.59,100,70,0,0,No,No,,,,0.0659,No
EST-00502,1,20,Hombre,Valle del Cauca,Urbana,3,Oficial,38,Administración,Sí,7,0,1.89,Sí,Beca / subsidio,38,16,3.53,90.3,82,0,0,No,No,,,,0.0452,No
EST-00503,1,19,Hombre,Antioquia,Urbana,1,Oficial,41,Ingeniería de Sistemas,No,0,0,1.49,Sí,Mixto,60,20,2.35,93.5,39,0,0,No,No,,,,0.1066,No
EST-00504,2,21,Hombre,Cundinamarca,Urbana,3,Oficial,81,Administración,Sí,35,0,2.01,No,Recursos familiares,16,16,4.02,95.9,83,0,1,No,No,16,15,93.8,0.0784,No
EST-00505,1,19,Mujer,Atlántico,Rural,3,Oficial,69,Administración,No,0,0,1.68,No,Mixto,59,19,3.4,84.5,70,1,0,No,Sí,,,,0.1317,Sí
EST-00506,2,19,Mujer,Risaralda,Urbana,3,Oficial,49,Negocios Internacionales,No,0,0,1.87,No,Crédito educativo,62,19,3.97,88.9,71,0,0,No,No,18,18,100,0.0763,No
EST-00507,2,19,Hombre,Valle del Cauca,Urbana,3,Oficial,43,Ingeniería Industrial,No,0,0,3.46,No,Mixto,27,17,2.62,81.3,29,0,0,No,No,20,20,100,0.1498,No
EST-00508,2,22,Mujer,Norte de Santander,Urbana,3,Oficial,47,Ingeniería de Sistemas,No,0,0,1.36,No,Recursos familiares,46,18,3.72,84.9,65,1,0,No,No,18,16,88.9,0.0741,No
EST-00509,2,20,Hombre,Cundinamarca,Urbana,2,Oficial,41,Comunicación,No,0,0,1.07,No,Beca / subsidio,38,18,3.99,94.5,87,0,0,No,No,20,20,100,0.0781,No
EST-00510,2,22,Mujer,Antioquia,Urbana,3,Oficial,25,Administración,No,0,0,3.34,No,Beca / subsidio,40,18,2.63,86.7,85,0,0,No,No,18,17,94.4,0.1076,No
EST-00511,2,18,Hombre,Atlántico,Urbana,2,Oficial,51,Diseño,No,0,0,1.58,Sí,Beca / subsidio,62,17,3.82,92,90,1,0,No,Sí,18,15,83.3,0.01,No
EST-00512,1,22,Hombre,Tolima,Urbana,2,Privado,44,Contaduría,No,0,0,2.04,No,Beca / subsidio,9,18,2.99,92.2,56,1,1,No,No,,,,0.2295,No
EST-00513,1,18,Mujer,Otro,Urbana,1,Oficial,28,Ingeniería Industrial,Sí,10,0,1.27,No,Crédito educativo,65,18,3.23,87.4,63,0,0,Sí,No,,,,0.2461,Sí
EST-00514,2,19,Hombre,Meta,Urbana,2,Oficial,38,Derecho,No,0,0,1.88,No,Recursos familiares,75,18,3.43,93.3,70,0,0,No,No,20,20,100,0.048,No
EST-00515,1,24,Mujer,Otro,Urbana,3,Oficial,69,Psicología,No,0,0,3.61,No,Recursos familiares,28,16,4.22,96.5,75,0,0,No,No,,,,0.047,No
EST-00516,1,21,Mujer,Valle del Cauca,Urbana,4,Oficial,61,Ingeniería de Sistemas,No,0,0,1.36,No,Beca / subsidio,5,16,3.84,99.4,79,0,0,No,No,,,,0.036,No
EST-00517,2,18,Mujer,Santander,Urbana,1,Oficial,68,Ingeniería de Sistemas,No,0,0,2.29,Sí,Beca / subsidio,54,18,3.61,89.7,48,0,0,No,No,16,16,100,0.0451,No
EST-00518,2,22,Hombre,Santander,Rural,3,Oficial,54,Ingeniería de Sistemas,No,0,0,1.06,No,Recursos familiares,72,17,3.61,81,73,0,0,Sí,No,18,17,94.4,0.1437,No
EST-00519,2,20,Mujer,Córdoba,Urbana,1,Privado,45,Negocios Internacionales,No,0,1,0.8,No,Recursos familiares,54,14,3.96,95.4,83,0,0,Sí,No,18,18,100,0.1377,No
EST-00520,2,22,Mujer,Huila,Urbana,5,Privado,88,Comunicación,No,0,0,4.08,No,Mixto,5,16,3.71,79.6,48,1,0,No,No,18,15,83.3,0.1334,Sí
EST-00521,2,18,Mujer,Santander,Urbana,4,Privado,85,Administración,No,0,0,3.33,Sí,Beca / subsidio,53,16,3.64,100,81,0,0,No,No,18,17,94.4,0.06,No
EST-00522,1,19,Mujer,Santander,Urbana,3,Oficial,39,Ingeniería de Sistemas,No,0,0,2.74,No,Recursos familiares,5,19,2.88,85.6,81,0,0,No,No,,,,0.1082,No
EST-00523,1,19,Mujer,Cauca,Urbana,2,Oficial,29,Comunicación,No,0,0,1.81,Sí,Beca / subsidio,20,15,3.89,95.7,65,0,0,Sí,No,,,,0.0891,No
EST-00524,1,21,Hombre,Antioquia,Urbana,2,Oficial,10,Administración,No,0,0,2.19,No,Crédito educativo,30,16,2.33,80.5,47,2,1,No,No,,,,0.4754,Sí
EST-00525,2,26,Mujer,Norte de Santander,Urbana,2,Privado,36,Enfermería,Sí,27,1,1.1,No,Crédito educativo,11,17,3.27,86.8,78,0,0,No,No,16,15,93.8,0.1825,No
EST-00526,2,19,Mujer,Nariño,Rural,3,Privado,33,Administración,Sí,32,0,1.14,No,Mixto,99,16,2.85,91,84,0,0,Sí,No,16,16,100,0.206,No
EST-00527,1,20,Hombre,Bogotá D.C.,Urbana,2,Oficial,51,Comunicación,No,0,0,1.58,No,Recursos familiares,43,16,3.72,90.6,68,0,0,Sí,No,,,,0.1916,No
EST-00528,2,20,Hombre,Otro,Urbana,2,Oficial,45,Enfermería,No,0,0,0.94,No,Crédito educativo,51,15,4.13,100,82,0,0,Sí,No,18,18,100,0.1023,No
EST-00529,1,25,Mujer,Bolívar,Urbana,1,Oficial,70,Administración,Sí,25,0,0.92,No,Recursos familiares,25,18,3.57,90.5,92,0,0,No,No,,,,0.102,No
EST-00530,2,16,Mujer,Bogotá D.C.,Urbana,2,Oficial,29,Diseño,Sí,21,0,1.22,No,Recursos familiares,51,18,3.93,91.5,100,1,0,No,No,16,13,81.2,0.1043,No
EST-00531,1,19,Hombre,Quindío,Urbana,4,Privado,42,Derecho,No,0,0,3.9,No,Recursos familiares,40,15,2.52,86.3,78,2,0,No,No,,,,0.2745,Sí
EST-00532,2,21,Mujer,Santander,Urbana,3,Oficial,32,Psicología,No,0,0,2.27,No,Crédito educativo,14,14,2.51,89.6,76,1,0,No,No,18,15,83.3,0.1913,No
EST-00533,2,18,Hombre,Bogotá D.C.,Urbana,4,Privado,40,Ingeniería de Sistemas,No,0,1,6.82,No,Recursos familiares,70,16,3.06,95.4,61,0,0,No,No,20,20,100,0.0869,No
EST-00534,2,19,Hombre,Bogotá D.C.,Urbana,2,Oficial,43,Administración,No,0,1,2.12,Sí,Recursos familiares,33,19,3.95,86,80,0,2,No,No,20,18,90,0.096,No
EST-00535,2,24,Mujer,Norte de Santander,Rural,1,Oficial,30,Ingeniería Industrial,Sí,24,0,1.22,Sí,Crédito educativo,32,18,3.22,90.6,83,0,0,Sí,Sí,18,18,100,0.0862,No
EST-00536,1,24,Hombre,Cauca,Rural,1,Oficial,55,Derecho,Sí,42,0,1.02,Sí,Mixto,110,19,3.24,73.3,38,0,0,Sí,Sí,,,,0.3379,No
EST-00537,1,17,Hombre,Bogotá D.C.,Urbana,2,Oficial,23,Ingeniería Industrial,No,0,0,0.77,No,Crédito educativo,56,18,3.34,80.9,51,4,0,No,No,,,,0.4192,Sí
EST-00538,1,20,Hombre,Bogotá D.C.,Urbana,3,Oficial,60,Ingeniería Industrial,No,0,0,2.08,No,Mixto,15,18,3.59,85.6,77,0,0,No,No,,,,0.0882,No
EST-00539,2,20,Mujer,Bogotá D.C.,Urbana,4,Oficial,39,Ingeniería de Sistemas,No,0,0,5.65,Sí,Recursos familiares,87,15,2.6,79.9,49,0,0,No,No,18,18,100,0.0986,No
EST-00540,2,18,Hombre,Risaralda,Urbana,3,Privado,65,Ingeniería Industrial,No,0,0,2.28,No,Recursos familiares,47,16,3.12,98.8,29,0,0,Sí,No,20,20,100,0.1531,No
EST-00541,2,19,Mujer,Risaralda,Urbana,1,Oficial,27,Administración,Sí,6,0,1.26,No,Recursos familiares,44,18,3.09,90.8,80,1,0,No,No,16,14,87.5,0.1555,No
EST-00542,2,21,Mujer,Córdoba,Urbana,3,Oficial,63,Derecho,No,0,0,2.34,No,Crédito educativo,20,16,3.56,100,68,1,0,No,No,18,17,94.4,0.0969,No
EST-00543,2,19,Hombre,Huila,Urbana,2,Privado,53,Ingeniería Industrial,No,0,0,1.49,No,Recursos familiares,46,15,3.64,100,87,0,0,No,No,18,18,100,0.0803,No
EST-00544,1,19,Mujer,Bogotá D.C.,Urbana,3,Oficial,20,Ingeniería de Sistemas,No,0,0,2.05,No,Recursos familiares,56,18,2.95,100,94,0,0,No,No,,,,0.0826,No
EST-00545,2,19,Hombre,Bogotá D.C.,Urbana,2,Privado,53,Administración,No,0,0,1.74,No,Recursos familiares,100,17,3.58,86.5,62,0,0,No,No,18,18,100,0.0793,Sí
EST-00546,2,18,Mujer,Bolívar,Urbana,2,Privado,40,Administración,No,0,0,1.1,Sí,Crédito educativo,89,20,3.72,85.2,89,0,0,No,No,16,16,100,0.0237,No
EST-00547,1,25,Hombre,Valle del Cauca,Urbana,5,Privado,40,Ingeniería Industrial,No,0,0,8.31,No,Recursos familiares,50,18,3.03,93,70,1,0,No,No,,,,0.1784,No
EST-00548,2,22,Hombre,Antioquia,Rural,1,Privado,53,Ingeniería de Sistemas,Sí,30,0,0.67,Sí,Mixto,26,17,3.37,83.6,63,0,1,Sí,No,18,17,94.4,0.116,No
EST-00549,1,23,Hombre,Bogotá D.C.,Urbana,3,Oficial,34,Enfermería,No,0,0,2.81,No,Mixto,27,16,3.17,96.1,53,0,0,Sí,No,,,,0.1298,No
EST-00550,2,24,Mujer,Norte de Santander,Urbana,4,Oficial,47,Enfermería,Sí,9,0,2.73,No,Recursos familiares,85,16,3.31,88,35,0,0,No,No,18,18,100,0.1064,Sí
EST-00551,1,19,Mujer,Valle del Cauca,Urbana,2,Privado,48,Psicología,No,0,0,1.22,Sí,Recursos familiares,51,19,2.86,88.3,54,1,0,No,No,,,,0.1172,No
EST-00552,2,21,Mujer,Bogotá D.C.,Urbana,4,Oficial,42,Psicología,Sí,21,0,6.06,No,Recursos familiares,20,20,3.1,91.3,79,0,0,No,No,16,16,100,0.0764,No
EST-00553,2,24,Mujer,Bogotá D.C.,Urbana,3,Privado,69,Contaduría,Sí,4,0,1.89,No,Beca / subsidio,31,19,4.54,93.6,85,0,0,No,No,18,18,100,0.0312,No
EST-00554,2,25,Hombre,Valle del Cauca,Urbana,1,Oficial,52,Ingeniería de Sistemas,Sí,22,0,1,Sí,Beca / subsidio,37,18,3.56,86.8,64,0,1,No,No,18,18,100,0.0487,No
EST-00555,2,18,Mujer,Caldas,Urbana,3,Oficial,13,Ingeniería de Sistemas,No,0,0,2.98,No,Recursos familiares,45,18,2.73,85.9,59,0,0,No,No,16,15,93.8,0.1346,No
